countries,nuclear,natural_gas,coal,oil,solar,hydraulic,wind,biofuels,waste,tide,other,geothermal,biomass
France,0.006,0.418,1.06,0.73,0.0252,0.006,0.0149,0.018243,0.162,0,0,0.045
Germany,0.006,0.418,1.06,0.73,0.0252,0.006,0.0149,0.018243,0.162,0,0,0.045
Belgium,0.006,0.418,1.06,0.73,0.0252,0.006,0.0149,0.018243,0.162,0,0,0.045
